location,date,am.weather,pm.weather,growth_stage,plotid,block,treatment,row,sample,am.absent,am.partial,am.predators,pm.absent,pm.partial,pm.predators,to.predated,n.predated,d.predated
NE,6/21/2022,23,29,V3,503,5,2,11,82,1,na,na,na,na,na,1,0,1
NE,6/21/2022,23,29,V3,503,5,2,11,83,1,na,na,na,na,na,1,0,1
NE,6/21/2022,23,29,V3,503,5,2,11,84,1,na,na,na,na,na,1,0,1
NE,6/21/2022,23,29,V3,506,5,1,6,85,0,1,beetle,na,na,na,1,0,1
NE,6/21/2022,23,29,V3,506,5,1,6,86,0,1,cricket,na,na,na,1,0,1
NE,6/21/2022,23,29,V3,506,5,1,6,87,1,na,na,na,na,na,1,0,1
NE,6/21/2022,23,29,V3,506,5,1,11,88,1,na,na,na,na,na,1,0,1
NE,6/21/2022,23,29,V3,506,5,1,11,89,1,na,na,na,na,na,1,0,1
NE,6/21/2022,23,29,V3,506,5,1,11,90,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,901,1,1,6,91,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,901,1,1,6,92,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,901,1,1,6,93,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,901,1,1,11,94,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,901,1,1,11,95,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,901,1,1,11,96,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,902,1,2,6,97,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,902,1,2,6,98,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,902,1,2,6,99,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,902,1,2,11,100,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,902,1,2,11,101,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,902,1,2,11,102,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,906,1,3,6,103,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,906,1,3,6,104,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,906,1,3,6,105,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,906,1,3,11,106,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,906,1,3,11,107,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,906,1,3,11,108,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,801,2,2,6,109,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,801,2,2,6,110,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,801,2,2,6,111,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,801,2,2,11,112,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,801,2,2,11,113,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,801,2,2,11,114,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,803,2,1,6,115,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,803,2,1,6,116,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,803,2,1,6,117,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,803,2,1,11,118,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,803,2,1,11,119,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,803,2,1,11,120,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,805,2,3,6,121,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,805,2,3,6,122,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,805,2,3,6,123,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,805,2,3,11,124,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,805,2,3,11,125,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,805,2,3,11,126,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,701,3,2,6,127,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,701,3,2,6,128,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,701,3,2,6,129,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,701,3,2,11,130,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,701,3,2,11,131,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,701,3,2,11,132,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,705,3,1,6,133,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,705,3,1,6,134,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,705,3,1,6,135,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,705,3,1,11,136,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,705,3,1,11,137,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,705,3,1,11,138,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,706,3,3,6,139,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,706,3,3,6,140,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,706,3,3,6,141,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,706,3,3,11,142,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,706,3,3,11,143,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,706,3,3,11,144,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,601,4,1,6,145,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,601,4,1,6,146,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,601,4,1,6,147,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,601,4,1,11,148,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,601,4,1,11,149,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,601,4,1,11,150,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,604,4,3,6,151,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,604,4,3,6,152,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,604,4,3,6,153,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,604,4,3,11,154,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,604,4,3,11,155,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,604,4,3,11,156,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,605,4,2,6,157,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,605,4,2,6,158,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,605,4,2,6,159,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,605,4,2,11,160,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,605,4,2,11,161,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,605,4,2,11,162,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,501,5,3,6,163,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,501,5,3,6,164,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,501,5,3,6,165,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,501,5,3,11,166,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,501,5,3,11,167,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,501,5,3,11,168,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,503,5,2,6,169,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,503,5,2,6,170,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,503,5,2,6,171,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,503,5,2,11,172,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,503,5,2,11,173,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,503,5,2,11,174,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,506,5,1,6,175,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,506,5,1,6,176,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,506,5,1,6,177,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,506,5,1,11,178,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,506,5,1,11,179,1,na,na,na,na,na,1,0,1
NE,7/6/2022,23,30,V5,506,5,1,11,180,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,901,1,1,6,181,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,901,1,1,6,182,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,901,1,1,6,183,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,901,1,1,11,184,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,901,1,1,11,185,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,901,1,1,11,186,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,902,1,2,6,187,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,902,1,2,6,188,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,902,1,2,6,189,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,902,1,2,11,190,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,902,1,2,11,191,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,902,1,2,11,192,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,906,1,3,6,193,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,906,1,3,6,194,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,906,1,3,6,195,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,906,1,3,11,196,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,906,1,3,11,197,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,906,1,3,11,198,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,801,2,2,6,199,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,801,2,2,6,200,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,801,2,2,6,201,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,801,2,2,11,202,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,801,2,2,11,203,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,801,2,2,11,204,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,803,2,1,6,205,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,803,2,1,6,206,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,803,2,1,6,207,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,803,2,1,11,208,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,803,2,1,11,209,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,803,2,1,11,210,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,805,2,3,6,211,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,805,2,3,6,212,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,805,2,3,6,213,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,805,2,3,11,214,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,805,2,3,11,215,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,805,2,3,11,216,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,701,3,2,6,217,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,701,3,2,6,218,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,701,3,2,6,219,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,701,3,2,11,220,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,701,3,2,11,221,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,701,3,2,11,222,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,705,3,1,6,223,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,705,3,1,6,224,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,705,3,1,6,225,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,705,3,1,11,226,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,705,3,1,11,227,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,705,3,1,11,228,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,706,3,3,6,229,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,706,3,3,6,230,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,706,3,3,6,231,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,706,3,3,11,232,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,706,3,3,11,233,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R2,706,3,3,11,234,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,601,4,1,6,235,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,601,4,1,6,236,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,601,4,1,6,237,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,601,4,1,11,238,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,601,4,1,11,239,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,601,4,1,11,240,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,604,4,3,6,241,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,604,4,3,6,242,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,604,4,3,6,243,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,604,4,3,11,244,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,604,4,3,11,245,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,604,4,3,11,246,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,605,4,2,6,247,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,605,4,2,6,248,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,605,4,2,6,249,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,605,4,2,11,250,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,605,4,2,11,251,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,605,4,2,11,252,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,501,5,3,6,253,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,501,5,3,6,254,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,501,5,3,6,255,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,501,5,3,11,256,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,501,5,3,11,257,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,501,5,3,11,258,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,503,5,2,6,259,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,503,5,2,6,260,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,503,5,2,6,261,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,503,5,2,11,262,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,503,5,2,11,263,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,503,5,2,11,264,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,506,5,1,6,265,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,506,5,1,6,266,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,506,5,1,6,267,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,506,5,1,11,268,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,506,5,1,11,269,1,na,na,na,na,na,1,0,1
NE,8/13/2022,20,27,R3,506,5,1,11,270,1,na,na,na,na,na,1,0,1
MD,5/31/2022,22.22,28.89,V3,101,1,1,6,1,0,0,ant,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,101,1,1,6,2,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,101,1,1,6,3,0,0,na,0,0,spider,0,0,0
MD,5/31/2022,22.22,28.89,V3,101,1,1,11,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,101,1,1,11,2,0,1,spider,0,0,na,1,0,1
MD,5/31/2022,22.22,28.89,V3,101,1,1,11,3,1,na,na,0,1,ant,1,1,1
MD,5/31/2022,22.22,28.89,V3,102,4,1,6,1,0,0,ant,1,na,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,102,4,1,6,2,1,na,na,1,na,ant,1,1,1
MD,5/31/2022,22.22,28.89,V3,102,4,1,6,3,0,0,na,0,1,slug,1,1,0
MD,5/31/2022,22.22,28.89,V3,102,4,1,11,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,102,4,1,11,2,0,0,na,1,1,worm,1,1,0
MD,5/31/2022,22.22,28.89,V3,102,4,1,11,3,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,103,3,1,6,1,na,na,na,0,na,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,103,3,1,6,2,na,na,na,1,na,mite,1,1,0
MD,5/31/2022,22.22,28.89,V3,103,3,1,6,3,na,na,na,1,na,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,103,3,1,11,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,103,3,1,11,2,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,103,3,1,11,3,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,104,2,1,6,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,104,2,1,6,2,0,1,slug,0,1,ant,1,1,1
MD,5/31/2022,22.22,28.89,V3,104,2,1,6,3,0,1,na,0,1,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,104,2,1,11,1,0,1,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,104,2,1,11,2,0,1,na,0,1,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,104,2,1,11,3,1,na,0,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,201,4,1,6,1,0,1,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,201,4,1,6,2,0,1,"ant, slug",0,1,ant,1,1,1
MD,5/31/2022,22.22,28.89,V3,201,4,1,6,3,0,1,ant,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,201,4,1,11,1,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,201,4,1,11,2,1,na,beetle larvae,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,201,4,1,11,3,0,0,na,0,1,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,202,2,1,6,1,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,202,2,1,6,2,0,0,na,0,0,worm,0,0,0
MD,5/31/2022,22.22,28.89,V3,202,2,1,6,3,0,1,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,202,2,1,11,1,0,1,na,0,0,na,1,0,1
MD,5/31/2022,22.22,28.89,V3,202,2,1,11,2,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,202,2,1,11,3,0,1,na,0,1,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,203,1,1,6,1,1,na,ant,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,203,1,1,6,2,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,203,1,1,6,3,0,0,na,0,1,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,203,1,1,11,1,0,0,ant,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,203,1,1,11,2,0,0,ant,0,1,ant,1,1,0
MD,5/31/2022,22.22,28.89,V3,203,1,1,11,3,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,204,3,1,6,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,204,3,1,6,2,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,204,3,1,6,3,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,204,3,1,11,1,0,0,na,1,na,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,204,3,1,11,2,0,0,na,0,0,ant,0,0,0
MD,5/31/2022,22.22,28.89,V3,204,3,1,11,3,1,na,ant,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,301,2,1,6,1,1,na,na,1,na,spider,1,1,1
MD,5/31/2022,22.22,28.89,V3,301,2,1,6,2,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,301,2,1,6,3,0,0,na,1,na,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,301,2,1,11,1,0,1,na,0,1,spider,1,1,1
MD,5/31/2022,22.22,28.89,V3,301,2,1,11,2,1,na,na,1,na,spider,1,1,1
MD,5/31/2022,22.22,28.89,V3,301,2,1,11,3,0,0,ant,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,302,4,1,6,1,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,302,4,1,6,2,0,0,na,0,1,ant,1,1,0
MD,5/31/2022,22.22,28.89,V3,302,4,1,6,3,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,302,4,1,11,1,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,302,4,1,11,2,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,302,4,1,11,3,1,na,ant,1,na,spider,1,1,1
MD,5/31/2022,22.22,28.89,V3,303,3,1,6,1,0,1,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,303,3,1,6,2,1,na,na,na,na,na,1,0,1
MD,5/31/2022,22.22,28.89,V3,303,3,1,6,3,0,0,na,0,0,"slug, spider",0,0,0
MD,5/31/2022,22.22,28.89,V3,303,3,1,11,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,303,3,1,11,2,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,303,3,1,11,3,0,1,na,0,1,spider,1,1,1
MD,5/31/2022,22.22,28.89,V3,304,1,1,6,1,0,1,ant,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,304,1,1,6,2,0,1,ant,1,na,ant,1,1,1
MD,5/31/2022,22.22,28.89,V3,304,1,1,6,3,0,0,na,0,1,ant,1,1,0
MD,5/31/2022,22.22,28.89,V3,304,1,1,11,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,304,1,1,11,2,0,0,na,0,1,ant,1,1,0
MD,5/31/2022,22.22,28.89,V3,304,1,1,11,3,0,0,na,0,1,ant,1,1,0
MD,5/31/2022,22.22,28.89,V3,401,4,1,6,1,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,401,4,1,6,2,0,0,na,0,1,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,401,4,1,6,3,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,401,4,1,11,1,0,0,na,0,0,slug,0,0,0
MD,5/31/2022,22.22,28.89,V3,401,4,1,11,2,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,401,4,1,11,3,0,1,na,1,na,slug,1,1,1
MD,5/31/2022,22.22,28.89,V3,402,1,1,6,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,402,1,1,6,2,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,402,1,1,6,3,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,402,1,1,11,1,0,0,na,0,1,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,402,1,1,11,2,1,na,beetle,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,402,1,1,11,3,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,403,2,1,6,1,0,0,na,1,na,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,403,2,1,6,2,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,403,2,1,6,3,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,403,2,1,11,1,0,0,na,1,na,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,403,2,1,11,2,0,0,na,0,1,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,403,2,1,11,3,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,404,3,1,6,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,404,3,1,6,2,0,0,slug,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,404,3,1,6,3,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,404,3,1,11,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,404,3,1,11,2,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,404,3,1,11,3,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,501,2,1,6,1,0,0,na,1,na,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,501,2,1,6,2,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,501,2,1,6,3,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,501,2,1,11,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,501,2,1,11,2,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,501,2,1,11,3,1,na,na,0,0,na,1,0,1
MD,5/31/2022,22.22,28.89,V3,502,4,1,6,1,1,na,na,1,na,na,1,1,1
MD,5/31/2022,22.22,28.89,V3,502,4,1,6,2,0,0,na,1,na,spider,1,1,0
MD,5/31/2022,22.22,28.89,V3,502,4,1,6,3,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,502,4,1,11,1,0,0,na,0,0,na,0,0,0
MD,5/31/2022,22.22,28.89,V3,502,4,1,11,2,1,na,ant,1,na,ant,1,1,1
MD,5/31/2022,22.22,28.89,V3,502,4,1,11,3,0,0,na,1,na,na,1,1,0
MD,5/31/2022,22.22,28.89,V3,503,1,1,6,1,0,0,na,0,0,na,0,0,0
