location,date,n.weather,d.weather,growth_stage,plot_id,rep.block,treatment,row,sample,n.absent,n.partial,n.predated,d.absent,d.partial,d.predated,to.predated
MD,8/5/2021,17.8,26.1,R3,401,4,2,6,2476,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,401,4,2,11,2477,0,0,0,0,0,0,0
MD,8/5/2021,17.8,26.1,R3,401,4,2,11,2478,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,401,4,2,11,2479,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,402,4,3,6,2480,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,402,4,3,6,2481,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,402,4,3,6,2482,0,0,0,0,0,0,0
MD,8/5/2021,17.8,26.1,R3,402,4,3,11,2483,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,402,4,3,11,2484,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,402,4,3,11,2485,0,1,1,0,1,na,1
MD,8/5/2021,17.8,26.1,R3,403,4,1,6,2486,0,0,0,0,0,0,0
MD,8/5/2021,17.8,26.1,R3,403,4,1,6,2487,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,403,4,1,6,2488,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,403,4,1,11,2489,0,1,1,0,1,na,1
MD,8/5/2021,17.8,26.1,R3,403,4,1,11,2490,0,0,0,0,0,0,0
MD,8/5/2021,17.8,26.1,R3,403,4,1,11,2491,0,0,0,0,0,0,0
MD,8/5/2021,17.8,26.1,R3,404,4,4,6,2492,0,1,1,0,1,na,1
MD,8/5/2021,17.8,26.1,R3,404,4,4,6,2493,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,404,4,4,6,2494,0,0,0,0,1,1,1
MD,8/5/2021,17.8,26.1,R3,404,4,4,11,2495,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,404,4,4,11,2496,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,404,4,4,11,2497,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,501,5,1,6,2498,0,1,1,0,1,na,1
MD,8/5/2021,17.8,26.1,R3,501,5,1,6,2499,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,501,5,1,6,2500,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,501,5,1,11,2501,0,0,0,0,0,0,0
MD,8/5/2021,17.8,26.1,R3,501,5,1,11,2502,0,1,1,0,1,na,1
MD,8/5/2021,17.8,26.1,R3,501,5,1,11,2503,0,0,0,0,0,0,0
MD,8/5/2021,17.8,26.1,R3,502,5,3,6,2504,0,1,1,0,1,na,1
MD,8/5/2021,17.8,26.1,R3,502,5,3,6,2505,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,502,5,3,6,2506,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,502,5,3,11,2507,0,1,1,0,1,na,1
MD,8/5/2021,17.8,26.1,R3,502,5,3,11,2508,0,0,0,0,0,0,0
MD,8/5/2021,17.8,26.1,R3,502,5,3,11,2509,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,503,5,4,6,2510,0,0,0,1,1,1,1
MD,8/5/2021,17.8,26.1,R3,503,5,4,6,2511,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,503,5,4,6,2512,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,503,5,4,11,2513,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,503,5,4,11,2514,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,503,5,4,11,2515,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,504,5,2,6,2516,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,504,5,2,6,2517,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,504,5,2,6,2518,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,504,5,2,11,2519,0,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,504,5,2,11,2520,1,1,1,1,1,na,1
MD,8/5/2021,17.8,26.1,R3,504,5,2,11,2521,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,901,1,3,6,2522,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,901,1,3,6,2523,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,901,1,3,6,2524,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,901,1,3,11,2525,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,901,1,3,11,2526,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,901,1,3,11,2527,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,902,1,6,6,2528,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,902,1,6,6,2529,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,902,1,6,6,2530,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,902,1,6,11,2531,1,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,902,1,6,11,2532,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,902,1,6,11,2533,0,0,0,1,1,1,1
NE,6/3/2021,16,23,V3,903,1,7,6,2534,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,903,1,7,6,2535,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,903,1,7,6,2536,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,903,1,7,11,2537,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,903,1,7,11,2538,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,903,1,7,11,2539,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,904,1,8,6,2540,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,904,1,8,6,2541,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,904,1,8,6,2542,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,904,1,8,11,2543,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,904,1,8,11,2544,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,904,1,8,11,2545,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,905,1,1,6,2546,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,905,1,1,6,2547,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,905,1,1,6,2548,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,905,1,1,11,2549,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,905,1,1,11,2550,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,905,1,1,11,2551,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,906,1,2,6,2552,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,906,1,2,6,2553,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,906,1,2,6,2554,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,906,1,2,11,2555,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,906,1,2,11,2556,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,906,1,2,11,2557,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,801,2,7,6,2558,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,801,2,7,6,2559,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,801,2,7,6,2560,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,801,2,7,11,2561,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,801,2,7,11,2562,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,801,2,7,11,2563,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,802,2,6,6,2564,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,802,2,6,6,2565,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,802,2,6,6,2566,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,802,2,6,11,2567,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,802,2,6,11,2568,0,0,0,1,1,1,1
NE,6/3/2021,16,23,V3,802,2,6,11,2569,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,803,2,2,6,2570,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,803,2,2,6,2571,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,803,2,2,6,2572,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,803,2,2,11,2573,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,803,2,2,11,2574,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,803,2,2,11,2575,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,804,2,3,6,2576,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,804,2,3,6,2577,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,804,2,3,6,2578,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,804,2,3,11,2579,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,804,2,3,11,2580,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,804,2,3,11,2581,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,805,2,1,6,2582,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,805,2,1,6,2583,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,805,2,1,6,2584,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,805,2,1,11,2585,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,805,2,1,11,2586,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,805,2,1,11,2587,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,806,2,8,6,2588,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,806,2,8,6,2589,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,806,2,8,6,2590,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,806,2,8,11,2591,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,806,2,8,11,2592,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,806,2,8,11,2593,0,0,0,1,1,1,1
NE,6/3/2021,16,23,V3,701,3,3,6,2594,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,701,3,3,6,2595,0,0,0,1,1,1,1
NE,6/3/2021,16,23,V3,701,3,3,6,2596,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,701,3,3,11,2597,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,701,3,3,11,2598,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,701,3,3,11,2599,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,702,3,1,6,2600,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,702,3,1,6,2601,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,702,3,1,6,2602,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,702,3,1,11,2603,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,702,3,1,11,2604,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,702,3,1,11,2605,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,703,3,6,6,2606,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,703,3,6,6,2607,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,703,3,6,6,2608,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,703,3,6,11,2609,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,703,3,6,11,2610,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,703,3,6,11,2611,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,704,3,7,6,2612,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,704,3,7,6,2613,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,704,3,7,6,2614,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,704,3,7,11,2615,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,704,3,7,11,2616,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,704,3,7,11,2617,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,705,3,8,6,2618,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,705,3,8,6,2619,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,705,3,8,6,2620,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,705,3,8,11,2621,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,705,3,8,11,2622,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,705,3,8,11,2623,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,706,3,2,6,2624,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,706,3,2,6,2625,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,706,3,2,6,2626,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,706,3,2,11,2627,0,0,0,1,1,1,1
NE,6/3/2021,16,23,V3,706,3,2,11,2628,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,706,3,2,11,2629,0,0,0,1,1,1,1
NE,6/3/2021,16,23,V3,601,4,1,6,2630,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,601,4,1,6,2631,0,1,1,0,0,na,1
NE,6/3/2021,16,23,V3,601,4,1,6,2632,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,601,4,1,11,2633,1,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,601,4,1,11,2634,1,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,601,4,1,11,2635,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,602,4,8,6,2636,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,602,4,8,6,2637,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,602,4,8,6,2638,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,602,4,8,11,2639,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,602,4,8,11,2640,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,602,4,8,11,2641,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,603,4,2,6,2642,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,603,4,2,6,2643,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,603,4,2,6,2644,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,603,4,2,11,2645,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,603,4,2,11,2646,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,603,4,2,11,2647,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,604,4,3,6,2648,0,0,0,1,1,1,1
NE,6/3/2021,16,23,V3,604,4,3,6,2649,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,604,4,3,6,2650,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,604,4,3,11,2651,0,0,0,1,1,1,1
NE,6/3/2021,16,23,V3,604,4,3,11,2652,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,604,4,3,11,2653,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,605,4,6,6,2654,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,605,4,6,6,2655,0,1,1,0,0,na,1
NE,6/3/2021,16,23,V3,605,4,6,6,2656,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,605,4,6,11,2657,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,605,4,6,11,2658,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,605,4,6,11,2659,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,606,4,7,6,2660,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,606,4,7,6,2661,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,606,4,7,6,2662,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,606,4,7,11,2663,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,606,4,7,11,2664,1,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,606,4,7,11,2665,0,1,1,0,0,na,1
NE,6/3/2021,16,23,V3,501,5,8,6,2666,na,na,na,na,na,na,na
NE,6/3/2021,16,23,V3,501,5,8,6,2667,na,na,na,na,na,na,na
NE,6/3/2021,16,23,V3,501,5,8,6,2668,na,na,na,na,na,na,na
NE,6/3/2021,16,23,V3,501,5,8,11,2669,na,na,na,na,na,na,na
NE,6/3/2021,16,23,V3,501,5,8,11,2670,na,na,na,na,na,na,na
NE,6/3/2021,16,23,V3,501,5,8,11,2671,na,na,na,na,na,na,na
NE,6/3/2021,16,23,V3,502,5,6,6,2672,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,502,5,6,6,2673,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,502,5,6,6,2674,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,502,5,6,11,2675,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,502,5,6,11,2676,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,502,5,6,11,2677,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,503,5,7,6,2678,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,503,5,7,6,2679,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,503,5,7,6,2680,0,1,1,0,0,na,1
NE,6/3/2021,16,23,V3,503,5,7,11,2681,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,503,5,7,11,2682,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,503,5,7,11,2683,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,504,5,1,6,2684,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,504,5,1,6,2685,0,1,1,1,1,na,1
NE,6/3/2021,16,23,V3,504,5,1,6,2686,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,504,5,1,11,2687,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,504,5,1,11,2688,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,504,5,1,11,2689,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,505,5,2,6,2690,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,505,5,2,6,2691,0,1,1,0,1,na,1
NE,6/3/2021,16,23,V3,505,5,2,6,2692,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,505,5,2,11,2693,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,505,5,2,11,2694,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,505,5,2,11,2695,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,506,5,3,6,2696,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,506,5,3,6,2697,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,506,5,3,6,2698,0,0,0,0,0,0,0
NE,6/3/2021,16,23,V3,506,5,3,11,2699,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,506,5,3,11,2700,0,0,0,0,1,1,1
NE,6/3/2021,16,23,V3,506,5,3,11,2701,0,0,0,0,0,0,0
NE,6/18/2021,25,29,V5,901,1,3,6,2702,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,901,1,3,6,2703,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,901,1,3,6,2704,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,901,1,3,11,2705,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,901,1,3,11,2706,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,901,1,3,11,2707,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,902,1,6,6,2708,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,902,1,6,6,2709,0,0,0,0,1,1,1
NE,6/18/2021,25,29,V5,902,1,6,6,2710,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,902,1,6,11,2711,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,902,1,6,11,2712,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,902,1,6,11,2713,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,903,1,7,6,2714,0,0,0,0,1,1,1
NE,6/18/2021,25,29,V5,903,1,7,6,2715,0,1,1,0,1,na,1
NE,6/18/2021,25,29,V5,903,1,7,6,2716,0,0,0,1,1,1,1
NE,6/18/2021,25,29,V5,903,1,7,11,2717,0,1,1,0,0,na,1
NE,6/18/2021,25,29,V5,903,1,7,11,2718,0,1,1,0,1,na,1
NE,6/18/2021,25,29,V5,903,1,7,11,2719,0,0,0,1,1,1,1
NE,6/18/2021,25,29,V5,904,1,8,6,2720,0,1,1,0,0,na,1
NE,6/18/2021,25,29,V5,904,1,8,6,2721,0,0,0,0,0,0,0
NE,6/18/2021,25,29,V5,904,1,8,6,2722,0,0,0,1,1,1,1
NE,6/18/2021,25,29,V5,904,1,8,11,2723,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,904,1,8,11,2724,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,904,1,8,11,2725,0,1,1,0,0,na,1
NE,6/18/2021,25,29,V5,905,1,1,6,2726,0,0,0,0,0,0,0
NE,6/18/2021,25,29,V5,905,1,1,6,2727,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,905,1,1,6,2728,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,905,1,1,11,2729,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,905,1,1,11,2730,0,1,1,0,1,na,1
NE,6/18/2021,25,29,V5,905,1,1,11,2731,0,0,0,1,1,1,1
NE,6/18/2021,25,29,V5,906,1,2,6,2732,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,906,1,2,6,2733,0,0,0,0,0,0,0
NE,6/18/2021,25,29,V5,906,1,2,6,2734,0,0,0,0,1,1,1
NE,6/18/2021,25,29,V5,906,1,2,11,2735,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,906,1,2,11,2736,0,0,0,0,0,0,0
NE,6/18/2021,25,29,V5,906,1,2,11,2737,0,1,1,0,1,na,1
NE,6/18/2021,25,29,V5,801,2,7,6,2738,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,801,2,7,6,2739,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,801,2,7,6,2740,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,801,2,7,11,2741,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,801,2,7,11,2742,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,801,2,7,11,2743,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,802,2,6,6,2744,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,802,2,6,6,2745,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,802,2,6,6,2746,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,802,2,6,11,2747,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,802,2,6,11,2748,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,802,2,6,11,2749,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,803,2,2,6,2750,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,803,2,2,6,2751,0,0,0,0,1,1,1
NE,6/18/2021,25,29,V5,803,2,2,6,2752,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,803,2,2,11,2753,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,803,2,2,11,2754,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,803,2,2,11,2755,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,804,2,3,6,2756,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,804,2,3,6,2757,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,804,2,3,6,2758,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,804,2,3,11,2759,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,804,2,3,11,2760,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,804,2,3,11,2761,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,805,2,1,6,2762,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,805,2,1,6,2763,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,805,2,1,6,2764,0,0,0,1,1,1,1
NE,6/18/2021,25,29,V5,805,2,1,11,2765,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,805,2,1,11,2766,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,805,2,1,11,2767,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,806,2,8,6,2768,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,806,2,8,6,2769,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,806,2,8,6,2770,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,806,2,8,11,2771,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,806,2,8,11,2772,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,806,2,8,11,2773,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,701,3,3,6,2774,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,701,3,3,6,2775,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,701,3,3,6,2776,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,701,3,3,11,2777,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,701,3,3,11,2778,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,701,3,3,11,2779,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,702,3,1,6,2780,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,702,3,1,6,2781,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,702,3,1,6,2782,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,702,3,1,11,2783,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,702,3,1,11,2784,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,702,3,1,11,2785,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,703,3,6,6,2786,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,703,3,6,6,2787,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,703,3,6,6,2788,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,703,3,6,11,2789,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,703,3,6,11,2790,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,703,3,6,11,2791,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,704,3,7,6,2792,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,704,3,7,6,2793,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,704,3,7,6,2794,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,704,3,7,11,2795,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,704,3,7,11,2796,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,704,3,7,11,2797,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,705,3,8,6,2798,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,705,3,8,6,2799,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,705,3,8,6,2800,0,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,705,3,8,11,2801,1,1,1,1,1,na,1
NE,6/18/2021,25,29,V5,705,3,8,11,2802,1,1,1,1,1,na,1
