location,date,am.weather,pm.weather,growth_stage,plotid,block,treatmetn,row,sample,am.absent,am.partial,am.predators,pm.absent,pm.partial,pm.predators
OH,9/7/2023,68,76,R3,302,3,2,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,402,4,2,6,1,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,402,4,2,6,2,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,402,4,2,6,3,0,0,na,0,1,ants
OH,9/7/2023,68,76,R3,402,4,2,11,4,0,0,na,0,1,slug
OH,9/7/2023,68,76,R3,402,4,2,11,5,0,1,ground beetle,na,na,na
OH,9/7/2023,68,76,R3,402,4,2,11,6,0,12,na,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,6,2,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,6,3,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,11,4,0,0,na,1,na,na
OH,9/7/2023,68,76,R3,502,5,3,11,5,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,502,5,3,11,6,0,1,slug,na,na,na
OH,9/7/2023,68,76,R3,103,1,3,6,1,0,1,spider,na,na,na
OH,9/7/2023,68,76,R3,103,1,3,6,2,0,M,na,na,na,na
OH,9/7/2023,68,76,R3,103,1,3,6,3,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,103,1,3,11,4,0,0,na,0,0,slug
OH,9/7/2023,68,76,R3,103,1,3,11,5,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,103,1,3,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,203,2,1,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,203,2,1,6,2,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,203,2,1,6,3,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,203,2,1,11,4,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,203,2,1,11,5,0,0,ants,0,1,na
OH,9/7/2023,68,76,R3,203,2,1,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,303,3,2,6,1,0,0,na,1,na,na
OH,9/7/2023,68,76,R3,303,3,2,6,2,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,303,3,2,6,3,0,na,na,0,1,spider
OH,9/7/2023,68,76,R3,303,3,2,11,4,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,303,3,2,11,5,0,0,na,0,1,ants
OH,9/7/2023,68,76,R3,303,3,2,11,6,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,403,4,4,6,1,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,403,4,4,6,2,0,0,na,0,1,spider
OH,9/7/2023,68,76,R3,403,4,4,6,3,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,403,4,4,11,4,0,0,ground beetle,0,0,na
OH,9/7/2023,68,76,R3,403,4,4,11,5,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,403,4,4,11,6,0,0,na,0,1,ants
OH,9/7/2023,68,76,R3,503,5,1,6,1,0,1,ground beetle,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,6,2,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,6,3,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,11,4,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,11,5,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,503,5,1,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,104,1,4,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,104,1,4,6,2,0,M,na,na,na,na
OH,9/7/2023,68,76,R3,104,1,4,6,3,0,0,na,0,1,ground beetle
OH,9/7/2023,68,76,R3,104,1,4,11,4,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,104,1,4,11,5,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,104,1,4,11,6,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,204,2,2,6,1,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,204,2,2,6,2,0,0,ants,0,0,na
OH,9/7/2023,68,76,R3,204,2,2,6,3,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,204,2,2,11,4,0,0,na,0,1,ants
OH,9/7/2023,68,76,R3,204,2,2,11,5,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,204,2,2,11,6,0,1,na,na,na,na
OH,9/7/2023,68,76,R3,304,3,1,6,1,0,0,ground beetles,0,0,na
OH,9/7/2023,68,76,R3,304,3,1,6,2,0,0,na,0,1,spider
OH,9/7/2023,68,76,R3,304,3,1,6,3,0,0,wolf spider,0,1,ground beetle
OH,9/7/2023,68,76,R3,304,3,1,11,4,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,304,3,1,11,5,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,304,3,1,11,6,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,404,4,3,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,6,2,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,6,3,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,11,4,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,11,5,0,1,ants,na,na,na
OH,9/7/2023,68,76,R3,404,4,3,11,6,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,504,5,4,6,1,1,na,na,na,na,na
OH,9/7/2023,68,76,R3,504,5,4,6,2,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,504,5,4,6,3,0,0,na,0,0,na
OH,9/7/2023,68,76,R3,504,5,4,11,4,0,0,na,1,na,na
OH,9/7/2023,68,76,R3,504,5,4,11,5,0,0,na,1,na,na
OH,9/7/2023,68,76,R3,504,5,4,11,6,0,0,na,0,0,na
NY,8/17/2023,8:30,20,R3,101,1,1,10,1,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,101,1,1,10,2,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,101,1,1,10,3,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,101,1,1,15,4,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,101,1,1,15,5,0,1,na,na,na,na
NY,8/17/2023,8:30,20,R3,101,1,1,15,6,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,102,1,2,10,7,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,102,1,2,10,8,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,102,1,2,10,9,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,102,1,2,15,10,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,102,1,2,15,11,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,102,1,2,15,12,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,103,1,4,10,13,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,103,1,4,10,14,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,103,1,4,10,15,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,103,1,4,15,16,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,103,1,4,15,17,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,103,1,4,15,18,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,104,1,3,10,19,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,104,1,3,10,20,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,104,1,3,10,21,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,104,1,3,15,22,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,104,1,3,15,23,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,104,1,3,15,24,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,201,2,4,10,25,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,201,2,4,10,26,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,201,2,4,10,27,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,201,2,4,15,28,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,201,2,4,15,29,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,201,2,4,15,30,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,202,2,3,10,31,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,202,2,3,10,32,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,202,2,3,10,33,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,202,2,3,15,34,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,202,2,3,15,35,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,202,2,3,15,36,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,203,2,1,10,37,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,203,2,1,10,38,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,203,2,1,10,39,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,203,2,1,15,40,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,203,2,1,15,41,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,203,2,1,15,42,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,204,2,2,10,43,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,204,2,2,10,44,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,204,2,2,10,45,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,204,2,2,15,46,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,204,2,2,15,47,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,204,2,2,15,48,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,301,3,3,10,49,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,301,3,3,10,50,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,301,3,3,10,51,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,301,3,3,15,52,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,301,3,3,15,53,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,301,3,3,15,54,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,302,3,1,10,55,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,302,3,1,10,56,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,302,3,1,10,57,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,302,3,1,15,58,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,302,3,1,15,59,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,302,3,1,15,60,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,303,3,2,10,61,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,303,3,2,10,62,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,303,3,2,10,63,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,303,3,2,15,64,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,303,3,2,15,65,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,303,3,2,15,66,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,304,3,4,10,67,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,304,3,4,10,68,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,304,3,4,10,69,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,304,3,4,15,70,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,304,3,4,15,71,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,304,3,4,15,72,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,401,4,2,10,73,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,401,4,2,10,74,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,401,4,2,10,75,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,401,4,2,15,76,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,401,4,2,15,77,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,401,4,2,15,78,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,402,4,4,10,79,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,402,4,4,10,80,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,402,4,4,10,81,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,402,4,4,15,82,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,402,4,4,15,83,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,402,4,4,15,84,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,403,4,3,10,85,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,403,4,3,10,86,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,403,4,3,10,87,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,403,4,3,15,88,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,403,4,3,15,89,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,403,4,3,15,90,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,404,4,1,10,91,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,404,4,1,10,92,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,404,4,1,10,93,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,404,4,1,15,94,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,404,4,1,15,95,1,na,na,na,na,na
NY,8/17/2023,8:30,20,R3,404,4,1,15,96,1,na,na,na,na,na
NY,6/22/2023,18,,V3,101,1,1,10,1,0,0,na,0,0,
NY,6/22/2023,18,,V3,101,1,1,10,2,0,0,na,0,0,
NY,6/22/2023,18,,V3,101,1,1,10,3,0,0,na,0,0,
NY,6/22/2023,18,,V3,101,1,1,15,4,0,1,na,na,na,na
NY,6/22/2023,18,,V3,101,1,1,15,5,0,1,ants,na,na,na
NY,6/22/2023,18,,V3,101,1,1,15,6,0,0,na,0,0,
NY,6/22/2023,18,,V3,102,1,2,10,7,0,0,na,0,0,
NY,6/22/2023,18,,V3,102,1,2,10,8,0,0,na,0,0,
NY,6/22/2023,18,,V3,102,1,2,10,9,0,0,na,0,0,
NY,6/22/2023,18,,V3,102,1,2,15,10,0,0,na,0,0,
NY,6/22/2023,18,,V3,102,1,2,15,11,0,1,na,0,1,na
NY,6/22/2023,18,,V3,102,1,2,15,12,0,0,na,0,0,
NY,6/22/2023,18,,V3,103,1,4,10,13,1,na,na,na,na,na
NY,6/22/2023,18,,V3,103,1,4,10,14,1,na,na,na,na,na
NY,6/22/2023,18,,V3,103,1,4,10,15,0,1,na,na,na,na
NY,6/22/2023,18,,V3,103,1,4,15,16,1,na,na,na,na,na
NY,6/22/2023,18,,V3,103,1,4,15,17,1,na,na,na,na,na
NY,6/22/2023,18,,V3,103,1,4,15,18,0,0,na,0,0,
NY,6/22/2023,18,,V3,104,1,3,10,19,1,na,na,na,na,na
NY,6/22/2023,18,,V3,104,1,3,10,20,1,na,na,na,na,na
NY,6/22/2023,18,,V3,104,1,3,10,21,1,na,na,na,na,na
NY,6/22/2023,18,,V3,104,1,3,15,22,1,na,na,na,na,na
NY,6/22/2023,18,,V3,104,1,3,15,23,1,na,na,na,na,na
NY,6/22/2023,18,,V3,104,1,3,15,24,1,na,na,na,na,na
NY,6/22/2023,18,,V3,201,2,4,10,25,1,na,na,na,na,na
NY,6/22/2023,18,,V3,201,2,4,10,26,1,na,na,na,na,na
NY,6/22/2023,18,,V3,201,2,4,10,27,1,na,na,na,na,na
NY,6/22/2023,18,,V3,201,2,4,15,28,1,na,na,na,na,na
NY,6/22/2023,18,,V3,201,2,4,15,29,1,na,na,na,na,na
NY,6/22/2023,18,,V3,201,2,4,15,30,1,na,na,na,na,na
NY,6/22/2023,18,,V3,202,2,3,10,31,1,na,na,na,na,na
NY,6/22/2023,18,,V3,202,2,3,10,32,1,na,na,na,na,na
NY,6/22/2023,18,,V3,202,2,3,10,33,1,na,na,na,na,na
NY,6/22/2023,18,,V3,202,2,3,15,34,1,na,na,na,na,na
NY,6/22/2023,18,,V3,202,2,3,15,35,1,na,na,na,na,na
NY,6/22/2023,18,,V3,202,2,3,15,36,1,na,na,na,na,na
NY,6/22/2023,18,,V3,203,2,1,10,37,0,1,beetle,na,na,na
NY,6/22/2023,18,,V3,203,2,1,10,38,1,na,na,na,na,na
NY,6/22/2023,18,,V3,203,2,1,10,39,1,na,na,na,na,na
NY,6/22/2023,18,,V3,203,2,1,15,40,1,na,na,na,na,na
NY,6/22/2023,18,,V3,203,2,1,15,41,1,na,na,na,na,na
NY,6/22/2023,18,,V3,203,2,1,15,42,1,na,na,na,na,na
NY,6/22/2023,18,,V3,204,2,2,10,43,1,na,na,na,na,na
NY,6/22/2023,18,,V3,204,2,2,10,44,1,na,na,na,na,na
NY,6/22/2023,18,,V3,204,2,2,10,45,1,na,na,na,na,na
NY,6/22/2023,18,,V3,204,2,2,15,46,1,na,na,na,na,na
NY,6/22/2023,18,,V3,204,2,2,15,47,1,na,na,na,na,na
NY,6/22/2023,18,,V3,204,2,2,15,48,1,na,na,na,na,na
NY,6/22/2023,18,,V3,301,3,3,10,49,1,na,na,na,na,na
NY,6/22/2023,18,,V3,301,3,3,10,50,1,na,na,na,na,na
NY,6/22/2023,18,,V3,301,3,3,10,51,1,na,na,na,na,na
NY,6/22/2023,18,,V3,301,3,3,15,52,0,0,0,1,,
NY,6/22/2023,18,,V3,301,3,3,15,53,1,na,na,na,na,na
NY,6/22/2023,18,,V3,301,3,3,15,54,0,1,na,na,na,na
NY,6/22/2023,18,,V3,302,3,1,10,55,1,na,na,na,na,na
NY,6/22/2023,18,,V3,302,3,1,10,56,0,0,na,0,0,
NY,6/22/2023,18,,V3,302,3,1,10,57,1,na,na,na,na,na
NY,6/22/2023,18,,V3,302,3,1,15,58,0,0,na,0,0,na
NY,6/22/2023,18,,V3,302,3,1,15,59,0,0,na,0,0,na
NY,6/22/2023,18,,V3,302,3,1,15,60,0,0,na,0,0,na
NY,6/22/2023,18,,V3,303,3,2,10,61,1,na,na,na,na,na
NY,6/22/2023,18,,V3,303,3,2,10,62,1,na,na,na,na,na
NY,6/22/2023,18,,V3,303,3,2,10,63,1,na,na,na,na,na
NY,6/22/2023,18,,V3,303,3,2,15,64,0,1,na,na,na,na
NY,6/22/2023,18,,V3,303,3,2,15,65,1,na,na,na,na,na
NY,6/22/2023,18,,V3,303,3,2,15,66,0,1,na,na,na,na
NY,6/22/2023,18,,V3,304,3,4,10,67,0,0,,0,0,
NY,6/22/2023,18,,V3,304,3,4,10,68,0,1,beetle,na,na,na
NY,6/22/2023,18,,V3,304,3,4,10,69,1,na,na,na,na,na
NY,6/22/2023,18,,V3,304,3,4,15,70,1,na,na,na,na,na
NY,6/22/2023,18,,V3,304,3,4,15,71,0,1,na,na,na,na
NY,6/22/2023,18,,V3,304,3,4,15,72,0,0,,0,1,
NY,6/22/2023,18,,V3,401,4,2,10,73,1,na,na,na,na,na
NY,6/22/2023,18,,V3,401,4,2,10,74,1,na,na,na,na,na
NY,6/22/2023,18,,V3,401,4,2,10,75,1,na,na,na,na,na
NY,6/22/2023,18,,V3,401,4,2,15,76,0,1,na,na,na,na
NY,6/22/2023,18,,V3,401,4,2,15,77,1,na,na,na,na,na
NY,6/22/2023,18,,V3,401,4,2,15,78,0,1,na,na,na,na
NY,6/22/2023,18,,V3,402,4,4,10,79,1,na,na,na,na,na
NY,6/22/2023,18,,V3,402,4,4,10,80,1,na,na,na,na,na
NY,6/22/2023,18,,V3,402,4,4,10,81,1,na,na,na,na,na
NY,6/22/2023,18,,V3,402,4,4,15,82,1,na,na,na,na,na
NY,6/22/2023,18,,V3,402,4,4,15,83,1,na,na,na,na,na
NY,6/22/2023,18,,V3,402,4,4,15,84,1,na,na,na,na,na
NY,6/22/2023,18,,V3,403,4,3,10,85,1,na,na,na,na,na
NY,6/22/2023,18,,V3,403,4,3,10,86,1,na,na,na,na,na
NY,6/22/2023,18,,V3,403,4,3,10,87,1,na,na,na,na,na
NY,6/22/2023,18,,V3,403,4,3,15,88,1,na,na,na,na,na
NY,6/22/2023,18,,V3,403,4,3,15,89,1,na,na,na,na,na
NY,6/22/2023,18,,V3,403,4,3,15,90,1,na,na,na,na,na
NY,6/22/2023,18,,V3,404,4,1,10,91,1,na,na,na,na,na
NY,6/22/2023,18,,V3,404,4,1,10,92,1,na,na,na,na,na
NY,6/22/2023,18,,V3,404,4,1,10,93,1,na,na,na,na,na
NY,6/22/2023,18,,V3,404,4,1,15,94,1,na,na,na,na,na
NY,6/22/2023,18,,V3,404,4,1,15,95,1,na,na,na,na,na
NY,6/22/2023,18,,V3,404,4,1,15,96,1,na,na,na,na,na
NY,7/7/2023,22,,V5,101,1,1,10,1,0,0,na,0,1,ant
NY,7/7/2023,22,,V5,101,1,1,10,2,0,0,na,0,0,na
NY,7/7/2023,22,,V5,101,1,1,10,3,0,0,na,0,1,ant
NY,7/7/2023,22,,V5,101,1,1,15,4,0,0,na,0,0,na
NY,7/7/2023,22,,V5,101,1,1,15,5,0,0,na,0,1,na
NY,7/7/2023,22,,V5,101,1,1,15,6,0,0,na,0,1,na
NY,7/7/2023,22,,V5,102,1,2,10,7,1,na,na,na,na,na
NY,7/7/2023,22,,V5,102,1,2,10,8,1,na,na,na,na,na
NY,7/7/2023,22,,V5,102,1,2,10,9,0,0,na,1,na,na
NY,7/7/2023,22,,V5,102,1,2,15,10,0,0,na,0,0,na
NY,7/7/2023,22,,V5,102,1,2,15,11,0,0,na,0,1,na
NY,7/7/2023,22,,V5,102,1,2,15,12,0,0,na,0,0,na
NY,7/7/2023,22,,V5,103,1,4,10,13,0,0,na,0,0,na
NY,7/7/2023,22,,V5,103,1,4,10,14,1,na,na,na,na,na
NY,7/7/2023,22,,V5,103,1,4,10,15,0,0,na,0,0,na
NY,7/7/2023,22,,V5,103,1,4,15,16,1,na,na,na,na,na
NY,7/7/2023,22,,V5,103,1,4,15,17,0,0,na,1,na,na
NY,7/7/2023,22,,V5,103,1,4,15,18,0,0,na,0,1,na
NY,7/7/2023,22,,V5,104,1,3,10,19,0,0,na,0,0,na
NY,7/7/2023,22,,V5,104,1,3,10,20,1,na,na,na,na,na
NY,7/7/2023,22,,V5,104,1,3,10,21,0,0,na,1,na,na
NY,7/7/2023,22,,V5,104,1,3,15,22,0,0,na,1,na,na
NY,7/7/2023,22,,V5,104,1,3,15,23,0,0,na,0,0,na
NY,7/7/2023,22,,V5,104,1,3,15,24,0,0,na,1,na,na
NY,7/7/2023,22,,V5,201,2,4,10,25,0,0,na,0,0,na
NY,7/7/2023,22,,V5,201,2,4,10,26,0,0,na,0,0,na
NY,7/7/2023,22,,V5,201,2,4,10,27,0,0,na,0,1,na
NY,7/7/2023,22,,V5,201,2,4,15,28,0,0,na,1,na,na
NY,7/7/2023,22,,V5,201,2,4,15,29,0,0,na,0,1,beetle
NY,7/7/2023,22,,V5,201,2,4,15,30,0,0,na,0,1,ant
NY,7/7/2023,22,,V5,202,2,3,10,31,1,na,na,na,na,na
NY,7/7/2023,22,,V5,202,2,3,10,32,1,na,na,na,na,na
NY,7/7/2023,22,,V5,202,2,3,10,33,1,na,na,na,na,na
NY,7/7/2023,22,,V5,202,2,3,15,34,1,na,na,na,na,na
NY,7/7/2023,22,,V5,202,2,3,15,35,1,na,na,na,na,na
NY,7/7/2023,22,,V5,202,2,3,15,36,0,0,na,1,na,na
NY,7/7/2023,22,,V5,203,2,1,10,37,1,na,na,na,na,na
NY,7/7/2023,22,,V5,203,2,1,10,38,1,na,na,na,na,na
NY,7/7/2023,22,,V5,203,2,1,10,39,1,na,na,na,na,na
NY,7/7/2023,22,,V5,203,2,1,15,40,1,na,na,na,na,na
NY,7/7/2023,22,,V5,203,2,1,15,41,0,0,na,1,na,na
NY,7/7/2023,22,,V5,203,2,1,15,42,1,na,na,na,na,na
NY,7/7/2023,22,,V5,204,2,2,10,43,0,0,na,0,1,na
NY,7/7/2023,22,,V5,204,2,2,10,44,0,0,na,0,0,na
NY,7/7/2023,22,,V5,204,2,2,10,45,0,0,na,0,1,na
NY,7/7/2023,22,,V5,204,2,2,15,46,0,0,na,1,na,na
NY,7/7/2023,22,,V5,204,2,2,15,47,0,0,na,1,na,na
NY,7/7/2023,22,,V5,204,2,2,15,48,0,0,na,0,na,na
NY,7/7/2023,22,,V5,301,3,3,10,49,1,na,na,na,na,na
NY,7/7/2023,22,,V5,301,3,3,10,50,1,1,na,na,na,na
NY,7/7/2023,22,,V5,301,3,3,10,51,1,na,na,na,na,na
NY,7/7/2023,22,,V5,301,3,3,15,52,1,na,na,na,na,na
NY,7/7/2023,22,,V5,301,3,3,15,53,1,1,na,na,na,na
NY,7/7/2023,22,,V5,301,3,3,15,54,1,na,na,na,na,na
NY,7/7/2023,22,,V5,302,3,1,10,55,1,na,na,na,na,na
NY,7/7/2023,22,,V5,302,3,1,10,56,1,na,na,na,na,na
NY,7/7/2023,22,,V5,302,3,1,10,57,0,na,na,0,na,na
NY,7/7/2023,22,,V5,302,3,1,15,58,0,0,na,0,0,na
NY,7/7/2023,22,,V5,302,3,1,15,59,1,na,na,na,na,na
NY,7/7/2023,22,,V5,302,3,1,15,60,1,na,na,na,na,na
NY,7/7/2023,22,,V5,303,3,2,10,61,0,0,na,0,0,na
NY,7/7/2023,22,,V5,303,3,2,10,62,0,0,na,0,1,na
NY,7/7/2023,22,,V5,303,3,2,10,63,0,0,na,1,1,na
NY,7/7/2023,22,,V5,303,3,2,15,64,0,0,na,0,0,na
NY,7/7/2023,22,,V5,303,3,2,15,65,0,0,na,0,0,na
NY,7/7/2023,22,,V5,303,3,2,15,66,0,0,na,1,0,na
NY,7/7/2023,22,,V5,304,3,4,10,67,0,0,na,0,0,na
NY,7/7/2023,22,,V5,304,3,4,10,68,0,0,na,0,0,na
NY,7/7/2023,22,,V5,304,3,4,10,69,0,0,na,1,1,na
NY,7/7/2023,22,,V5,304,3,4,15,70,0,1,na,1,na,na
NY,7/7/2023,22,,V5,304,3,4,15,71,0,0,na,1,na,na
NY,7/7/2023,22,,V5,304,3,4,15,72,0,0,na,1,1,na
NY,7/7/2023,22,,V5,401,4,2,10,73,1,na,na,na,na,na
NY,7/7/2023,22,,V5,401,4,2,10,74,1,na,na,na,na,na
NY,7/7/2023,22,,V5,401,4,2,10,75,0,0,na,0,na,na
NY,7/7/2023,22,,V5,401,4,2,15,76,0,1,na,0,1,beetle
NY,7/7/2023,22,,V5,401,4,2,15,77,1,na,na,na,na,na
NY,7/7/2023,22,,V5,401,4,2,15,78,0,0,na,1,1,"ant,beetle"
NY,7/7/2023,22,,V5,402,4,4,10,79,1,na,na,na,na,na
NY,7/7/2023,22,,V5,402,4,4,10,80,1,na,na,na,na,na
NY,7/7/2023,22,,V5,402,4,4,10,81,0,0,na,1,1,na
NY,7/7/2023,22,,V5,402,4,4,15,82,0,1,ants,0,1,beetle
NY,7/7/2023,22,,V5,402,4,4,15,83,0,0,na,0,1,ant
NY,7/7/2023,22,,V5,402,4,4,15,84,0,1,beetle,1,1,na
NY,7/7/2023,22,,V5,403,4,3,10,85,0,0,na,0,1,millilpede
NY,7/7/2023,22,,V5,403,4,3,10,86,1,na,na,na,na,na
NY,7/7/2023,22,,V5,403,4,3,10,87,0,0,na,1,1,na
NY,7/7/2023,22,,V5,403,4,3,15,88,1,na,na,na,na,na
NY,7/7/2023,22,,V5,403,4,3,15,89,1,na,na,na,na,na
NY,7/7/2023,22,,V5,403,4,3,15,90,0,0,na,1,1,na
